stock_symbol,date_only,data_source,Open,High,Low,Close,Volume,daily_return,sentiment_compound_filled,sentiment_positive_filled,sentiment_negative_filled,sentiment_neutral_filled,prev_day_sentiment_compound_filled,prev_day_sentiment_positive_filled,prev_day_sentiment_negative_filled,prev_day_sentiment_neutral_filled,sentiment_compound_is_filled,prev_day_sentiment_compound_is_filled,no_post_prediction,post_count_filled,prev_day_post_count_filled,day_of_week,month,is_quarter_end,volatility,sentiment_7day_avg,next_day_direction,predicted_direction,next_day_up,next_day_return
AAPL,2024-03-01,combined,178.7061901764464,179.6815803178056,176.54639012704013,178.815673828125,73488000,0.0612646106833247,0.1919607142857143,0.09161904761904761,0.06875595238095238,0.8395416666666667,0.1919607142857143,0.09161904761904761,0.06875595238095238,0.8395416666666667,True,True,False,1.2142857142857142,1.2142857142857142,4,3,False,1.7543825357532048,0.1919607142857143,down,down,0,-0.5960759746524681
AAPL,2024-03-04,combined,175.3221528407019,176.0686281128373,172.9732433768994,174.277099609375,81510100,-0.5960759746524681,0.1919607142857143,0.09161904761904761,0.06875595238095238,0.8395416666666667,0.1919607142857143,0.09161904761904761,0.06875595238095238,0.8395416666666667,True,True,True,1.2142857142857142,1.2142857142857142,0,3,False,1.7655411400009282,0.1919607142857143,flat,flat,0,-0.37479468859014614
AAPL,2024-03-05,combined,169.95748724050745,171.2314705105848,168.82284541599856,169.32049560546875,95132400,-0.37479468859014614,0.1919607142857143,0.09161904761904761,0.06875595238095238,0.8395416666666667,0.1919607142857143,0.09161904761904761,0.06875595238095238,0.8395416666666667,True,True,True,1.2142857142857142,1.2142857142857142,1,3,False,1.4171926954755467,0.1919607142857143,down,flat,0,-1.1341064358087216
AAPL,2024-03-06,combined,170.256065044738,170.43522699407845,167.88724549652,168.32518005371094,68587700,-1.1341064358087216,0.1919607142857143,0.09161904761904761,0.06875595238095238,0.8395416666666667,0.1919607142857143,0.09161904761904761,0.06875595238095238,0.8395416666666667,True,True,True,1.2142857142857142,1.2142857142857142,2,3,False,1.496558432082242,0.1919607142857143,flat,flat,0,-0.08867508241008883
AAPL,2024-03-07,combined,168.35505375316498,169.92763018116116,167.6981670423948,168.2057647705078,71765100,-0.08867508241008883,0.5524,0.044,0.0,0.956,0.1919607142857143,0.09161904761904761,0.06875595238095238,0.8395416666666667,False,True,True,1.0,1.2142857142857142,3,3,False,1.3242626752595779,0.2640485714285714,up,flat,1,1.0236661109698546
AAPL,2024-03-08,combined,168.20576217934803,172.8836708711805,168.14604658720506,169.92762756347656,76114600,1.0236661109698546,0.5524,0.044,0.0,0.956,0.5524,0.044,0.0,0.956,True,False,False,1.0,1.0,4,3,False,2.8165647969443413,0.31210714285714286,flat,flat,0,-0.10986610311320405
AAPL,2024-03-11,combined,172.12725037151972,173.56048535052068,171.2414336396481,171.93814086914062,60139500,-0.10986610311320405,-0.42775,0.019,0.094,0.887,0.5524,0.044,0.0,0.956,False,True,True,2.0,1.0,0,3,False,1.3472891165501841,0.20641326530612245,flat,up,0,0.04620377353435337
AAPL,2024-03-12,combined,172.3362371923594,173.2121062975323,170.20629520329734,172.41586303710938,59825400,0.04620377353435337,-0.42775,0.019,0.094,0.887,-0.42775,0.019,0.094,0.887,True,False,False,2.0,2.0,1,3,False,1.7441549979299544,0.11788316326530612,down,down,0,-0.9492384957415103
AAPL,2024-03-13,combined,171.9580519129805,172.37607625258147,169.95748841772314,170.3257598876953,52488700,-0.9492384957415103,-0.42775,0.019,0.094,0.887,-0.42775,0.019,0.094,0.887,True,True,True,2.0,2.0,2,3,False,1.4064987407988647,0.029353061224489798,flat,down,0,0.05204808049537275
AAPL,2024-03-14,combined,172.0973925529764,173.49080701178275,171.2414336176872,172.1869659423828,72913500,0.05204808049537275,-0.42775,0.019,0.094,0.887,-0.42775,0.019,0.094,0.887,True,True,True,2.0,2.0,3,3,False,1.3070351390728574,-0.05917704081632654,up,down,1,0.8471092853614659
AAPL,2024-03-15,combined,170.3655638276482,171.80874633789062,169.48969463541124,171.80874633789062,121664700,0.8471092853614659,-0.42775,0.019,0.094,0.887,-0.42775,0.019,0.094,0.887,True,True,True,2.0,2.0,4,3,False,1.3612209242153384,-0.14770714285714284,down,down,0,-1.0537142030752944
AAPL,2024-03-18,combined,174.7448914522954,176.87483361469177,172.70452267737835,172.90357971191406,75604200,-1.0537142030752944,-0.42775,0.019,0.094,0.887,-0.42775,0.019,0.094,0.887,True,True,True,2.0,2.0,0,3,False,2.3865137931382066,-0.28772857142857144,up,down,1,0.9980529595697263
AAPL,2024-03-19,combined,173.52064400091257,175.77997984762692,172.21680308785983,175.25247192382812,55215200,0.9980529595697263,-0.42775,0.019,0.094,0.887,-0.42775,0.019,0.094,0.887,True,True,True,2.0,2.0,1,3,False,2.0534598521593486,-0.42775,up,down,1,1.6788054448833154
AAPL,2024-03-20,combined,174.89417408943874,177.83030700683594,174.2671300256647,177.83030700683594,53423100,1.6788054448833154,-0.42775,0.019,0.094,0.887,-0.42775,0.019,0.094,0.887,True,True,True,2.0,2.0,2,3,False,2.0373331471573626,-0.42775,down,down,0,-3.208137721923596
AAPL,2024-03-21,combined,176.2179350177799,176.65586961417029,170.03711298613993,170.5646209716797,106181300,-3.208137721923596,0.897,0.131,0.0735,0.7955,-0.42775,0.019,0.094,0.887,False,True,True,2.0,2.0,3,3,False,3.7560062358933783,-0.2385,flat,down,0,0.3027505176359598
AAPL,2024-03-22,combined,170.95279171103329,172.23673773536032,169.26078406375387,171.47035217285156,71106600,0.3027505176359598,0.897,0.131,0.0735,0.7955,0.897,0.131,0.0735,0.7955,True,False,False,2.0,2.0,4,3,False,1.7408043716751889,-0.049250000000000016,flat,flat,0,0.16415475597926082
AAPL,2024-03-25,combined,169.76839047714014,171.13194711675717,168.65364374159117,170.0470733642578,54288300,0.16415475597926082,0.897,0.131,0.0735,0.7955,0.897,0.131,0.0735,0.7955,True,True,True,2.0,2.0,0,3,False,1.459814378990486,0.13999999999999999,flat,up,0,-0.1705842859604778
AAPL,2024-03-26,combined,169.20106023000122,170.61438491064948,168.78303590364706,168.9124298095703,57388400,-0.1705842859604778,0.897,0.131,0.0735,0.7955,0.897,0.131,0.0735,0.7955,True,True,True,2.0,2.0,1,3,False,1.0823507869944762,0.32925000000000004,up,up,1,1.7017744464312785
AAPL,2024-03-27,combined,169.609133760084,172.78414425918754,169.31054062211945,172.49549865722656,60273300,1.7017744464312785,0.897,0.131,0.0735,0.7955,0.897,0.131,0.0735,0.7955,True,True,True,2.0,2.0,2,3,False,2.0480050573111157,0.5185000000000001,flat,up,0,-0.15720772777929298
AAPL,2024-03-28,combined,170.94283813483634,171.4205780589011,169.70866021166748,170.67410278320312,65672700,-0.15720772777929298,0.897,0.131,0.0735,0.7955,0.897,0.131,0.0735,0.7955,True,True,True,2.0,2.0,3,3,False,1.0014563148198665,0.70775,down,up,0,-0.6776118030060805
