stock_symbol,date_only,data_source,Open,High,Low,Close,Volume,daily_return,sentiment_compound_filled,sentiment_positive_filled,sentiment_negative_filled,sentiment_neutral_filled,prev_day_sentiment_compound_filled,prev_day_sentiment_positive_filled,prev_day_sentiment_negative_filled,prev_day_sentiment_neutral_filled,sentiment_compound_is_filled,prev_day_sentiment_compound_is_filled,no_post_prediction,post_count_filled,prev_day_post_count_filled,day_of_week,month,is_quarter_end,volatility,sentiment_7day_avg,next_day_direction,predicted_direction,next_day_up,next_day_return
AAPL,2024-03-19,news,173.520644,175.7799798,172.2168031,175.2524719,55215200,0.9980529596,-1.3555,0.038,0.188,0.774,-0.8555,0.038,0.188,0.774,TRUE,TRUE,TRUE,1,1,1,3,FALSE,2.053459852,-0.8555,up,down,1,1.678805445
AAPL,2024-03-20,news,174.8941741,177.830307,174.26713,177.830307,53423100,1.678805445,-1.3555,0.038,0.188,0.774,-0.8555,0.038,0.188,0.774,TRUE,TRUE,TRUE,1,1,2,3,FALSE,2.037333147,-0.8555,down,down,0,-3.208137722
AAPL,2024-03-21,news,176.217935,176.6558696,170.037113,170.564621,106181300,-3.208137722,-0.3555,0.038,0.188,0.774,-0.8555,0.038,0.188,0.774,TRUE,TRUE,TRUE,1,1,3,3,FALSE,3.756006236,-0.8555,flat,up,0,0.3027505176
AAPL,2024-03-22,news,170.9527917,172.2367377,169.2607841,171.4703522,71106600,0.3027505176,-0.3555,0.038,0.188,0.774,-0.8555,0.038,0.188,0.774,TRUE,TRUE,TRUE,1,1,4,3,FALSE,1.740804372,-0.8555,flat,up,0,0.164154756
AAPL,2024-03-25,news,169.7683905,171.1319471,168.6536437,170.0470734,54288300,0.164154756,-0.3555,0.038,0.188,0.774,-0.8555,0.038,0.188,0.774,TRUE,TRUE,TRUE,1,1,0,3,FALSE,1.459814379,-0.8555,flat,up,0,-0.170584286
AAPL,2024-03-26,news,169.2010602,170.6143849,168.7830359,168.9124298,57388400,-0.170584286,-0.3555,0.038,0.188,0.774,-0.8555,0.038,0.188,0.774,TRUE,TRUE,TRUE,1,1,1,3,FALSE,1.082350787,-0.8555,up,up,1,1.701774446
AAPL,2024-03-27,news,169.6091338,172.7841443,169.3105406,172.4954987,60273300,1.701774446,0.03,0.038,0.188,0.774,-0.8555,0.038,0.188,0.774,TRUE,TRUE,TRUE,1,1,2,3,FALSE,2.048005057,-0.8555,flat,flat,0,-0.1572077278
AAPL,2024-03-28,news,170.9428381,171.4205781,169.7086602,170.6741028,65672700,-0.1572077278,0.04,0.038,0.188,0.774,-0.8555,0.038,0.188,0.774,TRUE,TRUE,TRUE,1,1,3,3,FALSE,1.001456315,-0.8555,down,flat,0,-0.677611803
AAPL,2024-04-01,news,170.3854786,170.4451942,168.6835083,169.2309265,46240500,-0.677611803,0.03,0.038,0.188,0.774,-0.8555,0.038,0.188,0.774,TRUE,TRUE,TRUE,1,1,0,4,FALSE,1.033941379,-0.8555,flat,flat,0,-0.1419478889
AAPL,2024-04-02,news,168.2853711,168.5441437,167.4393598,168.0464935,49329500,-0.1419478889,-1.3555,0.038,0.188,0.774,-0.8555,0.038,0.188,0.774,TRUE,TRUE,TRUE,1,1,1,4,FALSE,0.6564943212,-0.8555,up,down,1,0.509509239
AAPL,2024-04-03,news,167.9967328,169.8778498,167.7877282,168.8526917,47691700,0.509509239,-1.3555,0.038,0.188,0.774,-0.8555,0.038,0.188,0.774,TRUE,TRUE,TRUE,1,1,2,4,FALSE,1.24414416,-0.8555,down,down,0,-0.8632250983
